name,value,year,lastValue,rank
KP Pietersen,251,2011.6,251,56
KP Pietersen,251,2011.7,251,57
KP Pietersen,251,2011.8,251,57
KP Pietersen,251,2011.9,251,57
KP Pietersen,286,2012,251,55
KP Pietersen,386,2012.1,286,53
KP Pietersen,400,2012.2,386,53
KP Pietersen,446,2012.3,400,53
KP Pietersen,466,2012.4,446,53
KP Pietersen,506,2012.5,466,51
KP Pietersen,517,2012.6,506,52
KP Pietersen,575,2012.7,517,52
KP Pietersen,575,2012.8,575,53
KP Pietersen,575,2012.9,575,54
KP Pietersen,575,2013,575,54
KP Pietersen,575,2013.1,575,54
KP Pietersen,575,2013.2,575,54
KP Pietersen,575,2013.3,575,54
KP Pietersen,575,2013.4,575,55
KP Pietersen,575,2013.5,575,55
KP Pietersen,575,2013.6,575,56
KP Pietersen,575,2013.7,575,56
KP Pietersen,575,2013.8,575,56
KP Pietersen,575,2013.9,575,56
KP Pietersen,588,2014,575,56
KP Pietersen,598,2014.1,588,56
KP Pietersen,606,2014.2,598,56
KP Pietersen,606,2014.3,606,57
KP Pietersen,624,2014.4,606,57
KP Pietersen,651,2014.5,624,56
KP Pietersen,693,2014.6,651,56
KP Pietersen,725,2014.7,693,54
KP Pietersen,761,2014.8,725,54
KP Pietersen,841,2014.9,761,52
KP Pietersen,841,2015,841,52
KP Pietersen,841,2015.1,841,52
KP Pietersen,841,2015.2,841,53
KP Pietersen,841,2015.3,841,53
KP Pietersen,841,2015.4,841,53
KP Pietersen,841,2015.5,841,53
KP Pietersen,841,2015.6,841,54
KP Pietersen,841,2015.7,841,55
KP Pietersen,841,2015.8,841,56
KP Pietersen,841,2015.9,841,58
KP Pietersen,863,2016,841,56
KP Pietersen,904,2016.1,863,53
KP Pietersen,914,2016.2,904,53
KP Pietersen,914,2016.3,914,53
KP Pietersen,914,2016.4,914,53
KP Pietersen,914,2016.5,914,53
KP Pietersen,914,2016.6,914,54
KP Pietersen,914,2016.7,914,54
KP Pietersen,914,2016.8,914,54
KP Pietersen,914,2016.9,914,54
KP Pietersen,914,2017,914,54
KP Pietersen,914,2017.1,914,56
KP Pietersen,914,2017.2,914,57
KP Pietersen,914,2017.3,914,57
KP Pietersen,914,2017.4,914,57
KP Pietersen,914,2017.5,914,57
KP Pietersen,914,2017.6,914,57
KP Pietersen,914,2017.7,914,57
KP Pietersen,914,2017.8,914,58
KP Pietersen,914,2017.9,914,59
KP Pietersen,914,2018,914,59
KP Pietersen,914,2018.1,914,59
KP Pietersen,914,2018.2,914,59
KP Pietersen,914,2018.3,914,60
KP Pietersen,914,2018.4,914,60
KP Pietersen,914,2018.5,914,62
KP Pietersen,914,2018.6,914,62
KP Pietersen,914,2018.7,914,64
KP Pietersen,914,2018.8,914,64
KP Pietersen,914,2018.9,914,66
KP Pietersen,914,2019,914,65
KP Pietersen,914,2019.1,914,67
KP Pietersen,914,2019.2,914,68
KP Pietersen,914,2019.3,914,68
KP Pietersen,914,2019.4,914,68
KP Pietersen,914,2019.5,914,68
KP Pietersen,914,2019.6,914,69
KP Pietersen,914,2019.7,914,70
KP Pietersen,914,2019.8,914,70
KP Pietersen,914,2019.9,914,71
KP Pietersen,914,2020,914,71
KP Pietersen,914,2020.1,914,71
KP Pietersen,914,2020.2,914,71
KP Pietersen,914,2020.3,914,71
KP Pietersen,914,2020.4,914,72
KP Pietersen,914,2020.5,914,72
KP Pietersen,914,2020.6,914,73
KP Pietersen,914,2020.7,914,75
KP Pietersen,914,2020.8,914,75
KP Pietersen,914,2020.9,914,77
KS Williamson,0,2008,914,73
KS Williamson,0,2008.1,0,73
KS Williamson,0,2008.2,0,73
KS Williamson,0,2008.3,0,73
KS Williamson,0,2008.4,0,73
KS Williamson,0,2008.5,0,73
KS Williamson,0,2008.6,0,73
KS Williamson,0,2008.7,0,73
KS Williamson,0,2008.8,0,73
KS Williamson,0,2008.9,0,73
KS Williamson,0,2009,0,77
KS Williamson,0,2009.1,0,77
KS Williamson,0,2009.2,0,77
KS Williamson,0,2009.3,0,77
KS Williamson,0,2009.4,0,77
KS Williamson,0,2009.5,0,77
KS Williamson,0,2009.6,0,77
KS Williamson,0,2009.7,0,77
KS Williamson,0,2009.8,0,77
KS Williamson,0,2009.9,0,77
KS Williamson,0,2010,0,79
KS Williamson,0,2010.1,0,79
KS Williamson,0,2010.2,0,79
KS Williamson,0,2010.3,0,79
KS Williamson,0,2010.4,0,79
KS Williamson,0,2010.5,0,79
KS Williamson,0,2010.6,0,79
KS Williamson,0,2010.7,0,79
KS Williamson,0,2010.8,0,79
KS Williamson,0,2010.9,0,79
KS Williamson,0,2011,0,81
KS Williamson,0,2011.1,0,81
KS Williamson,0,2011.2,0,81
KS Williamson,0,2011.3,0,81
KS Williamson,0,2011.4,0,81
KS Williamson,0,2011.5,0,81
KS Williamson,0,2011.6,0,81
KS Williamson,0,2011.7,0,81
KS Williamson,0,2011.8,0,81
KS Williamson,0,2011.9,0,81
KS Williamson,0,2012,0,84
KS Williamson,0,2012.1,0,84
KS Williamson,0,2012.2,0,84
KS Williamson,0,2012.3,0,84
KS Williamson,0,2012.4,0,84
KS Williamson,0,2012.5,0,84
KS Williamson,0,2012.6,0,84
KS Williamson,0,2012.7,0,84
KS Williamson,0,2012.8,0,84
KS Williamson,0,2012.9,0,84
KS Williamson,0,2013,0,87
KS Williamson,0,2013.1,0,87
KS Williamson,0,2013.2,0,87
KS Williamson,0,2013.3,0,87
KS Williamson,0,2013.4,0,87
KS Williamson,0,2013.5,0,87
KS Williamson,0,2013.6,0,87
KS Williamson,0,2013.7,0,87
KS Williamson,0,2013.8,0,87
KS Williamson,0,2013.9,0,87
KS Williamson,0,2014,0,88
KS Williamson,0,2014.1,0,88
KS Williamson,0,2014.2,0,88
KS Williamson,0,2014.3,0,88
KS Williamson,0,2014.4,0,88
KS Williamson,0,2014.5,0,88
KS Williamson,0,2014.6,0,88
KS Williamson,0,2014.7,0,88
KS Williamson,0,2014.8,0,88
KS Williamson,0,2014.9,0,88
KS Williamson,22,2015,0,84
KS Williamson,31,2015.1,22,85
KS Williamson,31,2015.2,31,85
KS Williamson,31,2015.3,31,86
KS Williamson,31,2015.4,31,86
KS Williamson,31,2015.5,31,86
KS Williamson,31,2015.6,31,86
KS Williamson,31,2015.7,31,86
KS Williamson,31,2015.8,31,86
KS Williamson,31,2015.9,31,86
KS Williamson,66,2016,31,85
KS Williamson,74,2016.1,66,84
KS Williamson,79,2016.2,74,86
KS Williamson,136,2016.3,79,83
KS Williamson,174,2016.4,136,81
KS Williamson,185,2016.5,174,82
KS Williamson,185,2016.6,185,82
KS Williamson,185,2016.7,185,82
KS Williamson,185,2016.8,185,82
KS Williamson,185,2016.9,185,83
KS Williamson,258,2017,185,82
KS Williamson,273,2017.1,258,82
KS Williamson,325,2017.2,273,82
KS Williamson,350,2017.3,325,82
KS Williamson,378,2017.4,350,82
KS Williamson,380,2017.5,378,81
KS Williamson,406,2017.6,380,80
KS Williamson,406,2017.7,406,81
KS Williamson,406,2017.8,406,81
KS Williamson,406,2017.9,406,83
KS Williamson,457,2018,406,81
KS Williamson,460,2018.1,457,82
KS Williamson,523,2018.2,460,81
KS Williamson,566,2018.3,523,81
KS Williamson,660,2018.4,566,76
KS Williamson,680,2018.5,660,76
KS Williamson,681,2018.6,680,77
KS Williamson,735,2018.7,681,73
KS Williamson,778,2018.8,735,72
KS Williamson,1045,2018.9,778,59
KS Williamson,1060,2019,1045,57
KS Williamson,1065,2019.1,1060,57
KS Williamson,1070,2019.2,1065,57
KS Williamson,1081,2019.3,1070,57
KS Williamson,1102,2019.4,1081,56
KS Williamson,1108,2019.5,1102,56
KS Williamson,1115,2019.6,1108,57
KS Williamson,1145,2019.7,1115,57
KS Williamson,1207,2019.8,1145,54
KS Williamson,1207,2019.9,1207,54
KS Williamson,1222,2020,1207,55
KS Williamson,1233,2020.1,1222,55
KS Williamson,1270,2020.2,1233,55
KS Williamson,1288,2020.3,1270,55
KS Williamson,1295,2020.4,1288,55
KS Williamson,1332,2020.5,1295,55
KS Williamson,1358,2020.6,1332,55
KS Williamson,1365,2020.7,1358,54
KS Williamson,1382,2020.8,1365,54
KS Williamson,1498,2020.9,1382,51
LMP Simmons,0,2008,1498,74
LMP Simmons,0,2008.1,0,74
LMP Simmons,0,2008.2,0,74
LMP Simmons,0,2008.3,0,74
LMP Simmons,0,2008.4,0,74
LMP Simmons,0,2008.5,0,74
LMP Simmons,0,2008.6,0,74
LMP Simmons,0,2008.7,0,74
LMP Simmons,0,2008.8,0,74
LMP Simmons,0,2008.9,0,74
LMP Simmons,0,2009,0,78
LMP Simmons,0,2009.1,0,78
LMP Simmons,0,2009.2,0,78
LMP Simmons,0,2009.3,0,78
LMP Simmons,0,2009.4,0,78
LMP Simmons,0,2009.5,0,78
LMP Simmons,0,2009.6,0,78
LMP Simmons,0,2009.7,0,78
LMP Simmons,0,2009.8,0,78
LMP Simmons,0,2009.9,0,78
LMP Simmons,0,2010,0,80
LMP Simmons,0,2010.1,0,80
LMP Simmons,0,2010.2,0,80
LMP Simmons,0,2010.3,0,80
LMP Simmons,0,2010.4,0,80
LMP Simmons,0,2010.5,0,80
LMP Simmons,0,2010.6,0,80
LMP Simmons,0,2010.7,0,80
LMP Simmons,0,2010.8,0,80
LMP Simmons,0,2010.9,0,80
LMP Simmons,0,2011,0,82
LMP Simmons,0,2011.1,0,82
LMP Simmons,0,2011.2,0,82
LMP Simmons,0,2011.3,0,82
LMP Simmons,0,2011.4,0,82
LMP Simmons,0,2011.5,0,82
LMP Simmons,0,2011.6,0,82
LMP Simmons,0,2011.7,0,82
LMP Simmons,0,2011.8,0,82
LMP Simmons,0,2011.9,0,82
LMP Simmons,0,2012,0,85
LMP Simmons,0,2012.1,0,85
LMP Simmons,0,2012.2,0,85
LMP Simmons,0,2012.3,0,85
LMP Simmons,0,2012.4,0,85
LMP Simmons,0,2012.5,0,85
LMP Simmons,0,2012.6,0,85
LMP Simmons,0,2012.7,0,85
LMP Simmons,0,2012.8,0,85
LMP Simmons,0,2012.9,0,85
LMP Simmons,0,2013,0,88
LMP Simmons,0,2013.1,0,88
LMP Simmons,0,2013.2,0,88
LMP Simmons,0,2013.3,0,88
LMP Simmons,0,2013.4,0,88
LMP Simmons,0,2013.5,0,88
LMP Simmons,0,2013.6,0,88
LMP Simmons,0,2013.7,0,88
LMP Simmons,0,2013.8,0,88
LMP Simmons,0,2013.9,0,88
LMP Simmons,31,2014,0,81
LMP Simmons,69,2014.1,31,79
LMP Simmons,84,2014.2,69,79
LMP Simmons,148,2014.3,84,77
LMP Simmons,232,2014.4,148,72
LMP Simmons,257,2014.5,232,72
LMP Simmons,268,2014.6,257,72
LMP Simmons,326,2014.7,268,72
LMP Simmons,326,2014.8,326,72
LMP Simmons,326,2014.9,326,73
LMP Simmons,343,2015,326,72
LMP Simmons,391,2015.1,343,72
LMP Simmons,405,2015.2,391,71
LMP Simmons,465,2015.3,405,70
LMP Simmons,510,2015.4,465,69
LMP Simmons,566,2015.5,510,67
LMP Simmons,567,2015.6,566,67
LMP Simmons,602,2015.7,567,66
LMP Simmons,665,2015.8,602,64
LMP Simmons,870,2015.9,665,56
LMP Simmons,881,2016,870,54
LMP Simmons,881,2016.1,881,55
LMP Simmons,881,2016.2,881,55
LMP Simmons,881,2016.3,881,55
LMP Simmons,881,2016.4,881,55
LMP Simmons,881,2016.5,881,56
LMP Simmons,881,2016.6,881,56
LMP Simmons,881,2016.7,881,56
LMP Simmons,881,2016.8,881,56
LMP Simmons,881,2016.9,881,57
LMP Simmons,970,2017,881,52
LMP Simmons,974,2017.1,970,52
LMP Simmons,1036,2017.2,974,50
LMP Simmons,1039,2017.3,1036,50
LMP Simmons,1071,2017.4,1039,49
LMP Simmons,1076,2017.5,1071,49
LMP Simmons,1082,2017.6,1076,49
LMP Simmons,1082,2017.7,1082,49
LMP Simmons,1082,2017.8,1082,50
LMP Simmons,1082,2017.9,1082,51
LMP Simmons,1082,2018,1082,51
LMP Simmons,1082,2018.1,1082,51
LMP Simmons,1082,2018.2,1082,51
LMP Simmons,1082,2018.3,1082,51
LMP Simmons,1082,2018.4,1082,52
LMP Simmons,1082,2018.5,1082,52
LMP Simmons,1082,2018.6,1082,53
LMP Simmons,1082,2018.7,1082,53
LMP Simmons,1082,2018.8,1082,54
LMP Simmons,1082,2018.9,1082,56
LMP Simmons,1082,2019,1082,56
LMP Simmons,1082,2019.1,1082,56
LMP Simmons,1082,2019.2,1082,56
LMP Simmons,1082,2019.3,1082,56
LMP Simmons,1082,2019.4,1082,57
LMP Simmons,1082,2019.5,1082,58
LMP Simmons,1082,2019.6,1082,58
LMP Simmons,1082,2019.7,1082,58
LMP Simmons,1082,2019.8,1082,58
LMP Simmons,1082,2019.9,1082,61
LMP Simmons,1082,2020,1082,62
LMP Simmons,1082,2020.1,1082,63
LMP Simmons,1082,2020.2,1082,63
LMP Simmons,1082,2020.3,1082,63
LMP Simmons,1082,2020.4,1082,63
LMP Simmons,1082,2020.5,1082,64
LMP Simmons,1082,2020.6,1082,65
LMP Simmons,1082,2020.7,1082,65
LMP Simmons,1082,2020.8,1082,65
LMP Simmons,1082,2020.9,1082,66
LRPL Taylor,25,2008,1082,17
LRPL Taylor,50,2008.1,25,22
LRPL Taylor,70,2008.2,50,21
LRPL Taylor,111,2008.3,70,15
LRPL Taylor,111,2008.4,111,23
LRPL Taylor,111,2008.5,111,29
LRPL Taylor,111,2008.6,111,38
LRPL Taylor,111,2008.7,111,39
LRPL Taylor,111,2008.8,111,41
LRPL Taylor,111,2008.9,111,41
LRPL Taylor,111,2009,111,41
LRPL Taylor,118,2009.1,111,43
LRPL Taylor,133,2009.2,118,42
LRPL Taylor,166,2009.3,133,39
LRPL Taylor,175,2009.4,166,40
LRPL Taylor,213,2009.5,175,39
LRPL Taylor,258,2009.6,213,39
LRPL Taylor,273,2009.7,258,39
LRPL Taylor,276,2009.8,273,40
LRPL Taylor,319,2009.9,276,40
LRPL Taylor,324,2010,319,40
LRPL Taylor,326,2010.1,324,40
LRPL Taylor,331,2010.2,326,41
LRPL Taylor,335,2010.3,331,41
LRPL Taylor,347,2010.4,335,40
LRPL Taylor,358,2010.5,347,40
LRPL Taylor,385,2010.6,358,40
LRPL Taylor,385,2010.7,385,40
LRPL Taylor,385,2010.8,385,43
LRPL Taylor,385,2010.9,385,46
LRPL Taylor,394,2011,385,46
LRPL Taylor,405,2011.1,394,47
LRPL Taylor,418,2011.2,405,48
LRPL Taylor,433,2011.3,418,48
LRPL Taylor,434,2011.4,433,48
LRPL Taylor,435,2011.5,434,49
LRPL Taylor,450,2011.6,435,49
LRPL Taylor,488,2011.7,450,49
LRPL Taylor,505,2011.8,488,49
LRPL Taylor,520,2011.9,505,48
LRPL Taylor,537,2012,520,47
LRPL Taylor,552,2012.1,537,48
LRPL Taylor,584,2012.2,552,46
LRPL Taylor,614,2012.3,584,46
LRPL Taylor,627,2012.4,614,45
LRPL Taylor,679,2012.5,627,45
LRPL Taylor,684,2012.6,679,45
LRPL Taylor,715,2012.7,684,45
LRPL Taylor,716,2012.8,715,46
LRPL Taylor,785,2012.9,716,46
LRPL Taylor,818,2013,785,46
LRPL Taylor,833,2013.1,818,45
LRPL Taylor,852,2013.2,833,45
LRPL Taylor,853,2013.3,852,45
LRPL Taylor,870,2013.4,853,45
LRPL Taylor,870,2013.5,870,45
LRPL Taylor,870,2013.6,870,45
LRPL Taylor,870,2013.7,870,46
LRPL Taylor,870,2013.8,870,46
LRPL Taylor,870,2013.9,870,48
LRPL Taylor,923,2014,870,47
LRPL Taylor,936,2014.1,923,46
LRPL Taylor,949,2014.2,936,45
LRPL Taylor,955,2014.3,949,45
LRPL Taylor,955,2014.4,955,46
LRPL Taylor,955,2014.5,955,46
LRPL Taylor,955,2014.6,955,46
LRPL Taylor,955,2014.7,955,46
LRPL Taylor,955,2014.8,955,46
LRPL Taylor,955,2014.9,955,46
LRPL Taylor,955,2015,955,46
LRPL Taylor,955,2015.1,955,47
LRPL Taylor,955,2015.2,955,47
LRPL Taylor,955,2015.3,955,47
LRPL Taylor,955,2015.4,955,47
LRPL Taylor,955,2015.5,955,47
LRPL Taylor,955,2015.6,955,48
LRPL Taylor,955,2015.7,955,48
LRPL Taylor,955,2015.8,955,48
LRPL Taylor,955,2015.9,955,50
LRPL Taylor,955,2016,955,51
LRPL Taylor,955,2016.1,955,52
LRPL Taylor,955,2016.2,955,52
LRPL Taylor,955,2016.3,955,52
LRPL Taylor,955,2016.4,955,52
LRPL Taylor,955,2016.5,955,52
LRPL Taylor,955,2016.6,955,52
LRPL Taylor,955,2016.7,955,52
LRPL Taylor,955,2016.8,955,53
LRPL Taylor,955,2016.9,955,53
LRPL Taylor,955,2017,955,53
LRPL Taylor,955,2017.1,955,53
LRPL Taylor,955,2017.2,955,54
LRPL Taylor,955,2017.3,955,55
LRPL Taylor,955,2017.4,955,55
LRPL Taylor,955,2017.5,955,55
LRPL Taylor,955,2017.6,955,55
LRPL Taylor,955,2017.7,955,55
LRPL Taylor,955,2017.8,955,55
LRPL Taylor,955,2017.9,955,56
LRPL Taylor,955,2018,955,56
LRPL Taylor,955,2018.1,955,56
LRPL Taylor,955,2018.2,955,56
LRPL Taylor,955,2018.3,955,56
LRPL Taylor,955,2018.4,955,57
LRPL Taylor,955,2018.5,955,57
LRPL Taylor,955,2018.6,955,59
LRPL Taylor,955,2018.7,955,59
LRPL Taylor,955,2018.8,955,61
LRPL Taylor,955,2018.9,955,63
LRPL Taylor,955,2019,955,62
LRPL Taylor,955,2019.1,955,62
LRPL Taylor,955,2019.2,955,63
LRPL Taylor,955,2019.3,955,65
LRPL Taylor,955,2019.4,955,65
LRPL Taylor,955,2019.5,955,65
LRPL Taylor,955,2019.6,955,66
LRPL Taylor,955,2019.7,955,67
LRPL Taylor,955,2019.8,955,67
LRPL Taylor,955,2019.9,955,68
LRPL Taylor,955,2020,955,69
LRPL Taylor,955,2020.1,955,69
LRPL Taylor,955,2020.2,955,69
LRPL Taylor,955,2020.3,955,69
LRPL Taylor,955,2020.4,955,69
LRPL Taylor,955,2020.5,955,69
LRPL Taylor,955,2020.6,955,69
LRPL Taylor,955,2020.7,955,71
LRPL Taylor,955,2020.8,955,71
LRPL Taylor,955,2020.9,955,72
M Vijay,0,2008,955,75
M Vijay,0,2008.1,0,75
M Vijay,0,2008.2,0,75
M Vijay,0,2008.3,0,75
M Vijay,0,2008.4,0,75
M Vijay,0,2008.5,0,75
M Vijay,0,2008.6,0,75
M Vijay,0,2008.7,0,75
M Vijay,0,2008.8,0,75
M Vijay,0,2008.9,0,75
M Vijay,14,2009,0,55
M Vijay,54,2009.1,14,49
M Vijay,69,2009.2,54,50
M Vijay,74,2009.3,69,53
M Vijay,74,2009.4,74,54
M Vijay,74,2009.5,74,54
M Vijay,74,2009.6,74,54
M Vijay,74,2009.7,74,54
M Vijay,74,2009.8,74,54
M Vijay,74,2009.9,74,55
M Vijay,79,2010,74,57
M Vijay,88,2010.1,79,56
M Vijay,98,2010.2,88,56
M Vijay,104,2010.3,98,56
M Vijay,118,2010.4,104,55
M Vijay,161,2010.5,118,55
M Vijay,202,2010.6,161,50
M Vijay,280,2010.7,202,46
M Vijay,314,2010.8,280,46
M Vijay,458,2010.9,314,41
M Vijay,460,2011,458,42
M Vijay,540,2011.1,460,34
M Vijay,578,2011.2,540,33
M Vijay,591,2011.3,578,33
M Vijay,595,2011.4,591,36
M Vijay,608,2011.5,595,37
M Vijay,637,2011.6,608,36
M Vijay,658,2011.7,637,35
M Vijay,666,2011.8,658,37
M Vijay,836,2011.9,666,28
M Vijay,853,2012,836,28
M Vijay,857,2012.1,853,31
M Vijay,871,2012.2,857,31
M Vijay,881,2012.3,871,31
M Vijay,887,2012.4,881,34
M Vijay,935,2012.5,887,31
M Vijay,937,2012.6,935,31
M Vijay,991,2012.7,937,29
M Vijay,1017,2012.8,991,28
M Vijay,1155,2012.9,1017,24
M Vijay,1158,2013,1155,24
M Vijay,1211,2013.1,1158,24
M Vijay,1220,2013.2,1211,24
M Vijay,1245,2013.3,1220,24
M Vijay,1261,2013.4,1245,24
M Vijay,1263,2013.5,1261,25
M Vijay,1270,2013.6,1263,25
M Vijay,1289,2013.7,1270,25
M Vijay,1296,2013.8,1289,26
M Vijay,1457,2013.9,1296,24
M Vijay,1505,2014,1457,25
M Vijay,1511,2014.1,1505,25
M Vijay,1529,2014.2,1511,25
M Vijay,1567,2014.3,1529,24
M Vijay,1596,2014.4,1567,24
M Vijay,1609,2014.5,1596,24
M Vijay,1653,2014.6,1609,24
M Vijay,1664,2014.7,1653,24
M Vijay,1664,2014.8,1664,24
M Vijay,1695,2014.9,1664,25
M Vijay,1740,2015,1695,25
M Vijay,1767,2015.1,1740,25
M Vijay,1805,2015.2,1767,24
M Vijay,1809,2015.3,1805,24
M Vijay,1832,2015.4,1809,22
M Vijay,1864,2015.5,1832,22
M Vijay,1888,2015.6,1864,22
M Vijay,1924,2015.7,1888,22
M Vijay,1928,2015.8,1924,22
M Vijay,1985,2015.9,1928,21
M Vijay,2064,2016,1985,21
M Vijay,2078,2016.1,2064,21
M Vijay,2120,2016.2,2078,20
M Vijay,2149,2016.3,2120,20
M Vijay,2150,2016.4,2149,22
M Vijay,2155,2016.5,2150,23
M Vijay,2226,2016.6,2155,22
M Vijay,2244,2016.7,2226,20
M Vijay,2259,2016.8,2244,20
M Vijay,2442,2016.9,2259,15
M Vijay,2442,2017,2442,15
M Vijay,2442,2017.1,2442,16
M Vijay,2442,2017.2,2442,18
M Vijay,2442,2017.3,2442,19
M Vijay,2442,2017.4,2442,20
M Vijay,2442,2017.5,2442,20
M Vijay,2442,2017.6,2442,21
M Vijay,2442,2017.7,2442,21
M Vijay,2442,2017.8,2442,21
M Vijay,2442,2017.9,2442,22
M Vijay,2457,2018,2442,22
M Vijay,2457,2018.1,2457,22
M Vijay,2457,2018.2,2457,23
M Vijay,2457,2018.3,2457,23
M Vijay,2457,2018.4,2457,23
M Vijay,2457,2018.5,2457,23
M Vijay,2457,2018.6,2457,23
M Vijay,2457,2018.7,2457,23
M Vijay,2457,2018.8,2457,23
M Vijay,2457,2018.9,2457,23
M Vijay,2503,2019,2457,21
M Vijay,2526,2019.1,2503,21
M Vijay,2526,2019.2,2526,21
M Vijay,2526,2019.3,2526,21
M Vijay,2526,2019.4,2526,21
M Vijay,2526,2019.5,2526,21
M Vijay,2526,2019.6,2526,21
M Vijay,2526,2019.7,2526,22
M Vijay,2526,2019.8,2526,22
M Vijay,2526,2019.9,2526,22
M Vijay,2540,2020,2526,22
M Vijay,2566,2020.1,2540,21
M Vijay,2587,2020.2,2566,21
M Vijay,2587,2020.3,2587,21
M Vijay,2587,2020.4,2587,21
M Vijay,2587,2020.5,2587,21
M Vijay,2587,2020.6,2587,21
M Vijay,2587,2020.7,2587,21
M Vijay,2587,2020.8,2587,21
M Vijay,2587,2020.9,2587,21
M Vohra,0,2008,2587,76
M Vohra,0,2008.1,0,76
M Vohra,0,2008.2,0,76
M Vohra,0,2008.3,0,76
M Vohra,0,2008.4,0,76
M Vohra,0,2008.5,0,76
M Vohra,0,2008.6,0,76
M Vohra,0,2008.7,0,76
M Vohra,0,2008.8,0,76
M Vohra,0,2008.9,0,76
M Vohra,0,2009,0,79
M Vohra,0,2009.1,0,79
M Vohra,0,2009.2,0,79
M Vohra,0,2009.3,0,79
M Vohra,0,2009.4,0,79
M Vohra,0,2009.5,0,79
M Vohra,0,2009.6,0,79
M Vohra,0,2009.7,0,79
M Vohra,0,2009.8,0,79
M Vohra,0,2009.9,0,79
M Vohra,0,2010,0,81
M Vohra,0,2010.1,0,81
M Vohra,0,2010.2,0,81
M Vohra,0,2010.3,0,81
M Vohra,0,2010.4,0,81
M Vohra,0,2010.5,0,81
M Vohra,0,2010.6,0,81
M Vohra,0,2010.7,0,81
M Vohra,0,2010.8,0,81
M Vohra,0,2010.9,0,81
M Vohra,0,2011,0,83
M Vohra,0,2011.1,0,83
M Vohra,0,2011.2,0,83
M Vohra,0,2011.3,0,83
M Vohra,0,2011.4,0,83
M Vohra,0,2011.5,0,83
M Vohra,0,2011.6,0,83
M Vohra,0,2011.7,0,83
M Vohra,0,2011.8,0,83
M Vohra,0,2011.9,0,83
M Vohra,0,2012,0,86
M Vohra,0,2012.1,0,86
M Vohra,0,2012.2,0,86
M Vohra,0,2012.3,0,86
M Vohra,0,2012.4,0,86
M Vohra,0,2012.5,0,86
M Vohra,0,2012.6,0,86
M Vohra,0,2012.7,0,86
M Vohra,0,2012.8,0,86
M Vohra,0,2012.9,0,86
M Vohra,16,2013,0,77
M Vohra,21,2013.1,16,76
M Vohra,25,2013.2,21,76
M Vohra,32,2013.3,25,76
M Vohra,33,2013.4,32,77
M Vohra,44,2013.5,33,75
M Vohra,85,2013.6,44,74
M Vohra,87,2013.7,85,74
M Vohra,94,2013.8,87,73
M Vohra,103,2013.9,94,73
M Vohra,125,2014,103,74
M Vohra,157,2014.1,125,74
M Vohra,188,2014.2,157,74
M Vohra,217,2014.3,188,72
M Vohra,257,2014.4,217,71
M Vohra,285,2014.5,257,71
M Vohra,311,2014.6,285,71
M Vohra,372,2014.7,311,70
M Vohra,372,2014.8,372,70
M Vohra,372,2014.9,372,72
M Vohra,388,2015,372,71
M Vohra,393,2015.1,388,71
M Vohra,395,2015.2,393,72
M Vohra,439,2015.3,395,71
M Vohra,472,2015.4,439,71
M Vohra,479,2015.5,472,71
M Vohra,480,2015.6,479,71
M Vohra,480,2015.7,480,71
M Vohra,480,2015.8,480,72
M Vohra,480,2015.9,480,73
M Vohra,515,2016,480,70
M Vohra,537,2016.1,515,70
M Vohra,551,2016.2,537,70
M Vohra,568,2016.3,551,69
M Vohra,591,2016.4,568,68
M Vohra,598,2016.5,591,69
M Vohra,603,2016.6,598,69
M Vohra,603,2016.7,603,69
M Vohra,603,2016.8,603,70
M Vohra,603,2016.9,603,71
M Vohra,615,2017,603,71
M Vohra,629,2017.1,615,71
M Vohra,668,2017.2,629,69
M Vohra,688,2017.3,668,69
M Vohra,740,2017.4,688,66
M Vohra,749,2017.5,740,66
M Vohra,754,2017.6,749,66
M Vohra,789,2017.7,754,61
M Vohra,802,2017.8,789,61
M Vohra,802,2017.9,802,63
M Vohra,819,2018,802,63
M Vohra,821,2018.1,819,65
M Vohra,875,2018.2,821,62
M Vohra,884,2018.3,875,61
M Vohra,884,2018.4,884,63
M Vohra,884,2018.5,884,63
M Vohra,884,2018.6,884,64
M Vohra,884,2018.7,884,65
M Vohra,884,2018.8,884,65
M Vohra,884,2018.9,884,68
M Vohra,884,2019,884,68
M Vohra,884,2019.1,884,69
M Vohra,884,2019.2,884,69
M Vohra,884,2019.3,884,69
M Vohra,884,2019.4,884,70
M Vohra,884,2019.5,884,71
M Vohra,884,2019.6,884,71
M Vohra,884,2019.7,884,71
M Vohra,884,2019.8,884,71
M Vohra,884,2019.9,884,72
M Vohra,884,2020,884,72
M Vohra,884,2020.1,884,72
M Vohra,884,2020.2,884,72
M Vohra,884,2020.3,884,73
M Vohra,884,2020.4,884,74
M Vohra,884,2020.5,884,76
M Vohra,884,2020.6,884,77
M Vohra,884,2020.7,884,77
M Vohra,884,2020.8,884,77
M Vohra,884,2020.9,884,78
MA Agarwal,0,2008,884,77
MA Agarwal,0,2008.1,0,77
MA Agarwal,0,2008.2,0,77
MA Agarwal,0,2008.3,0,77
MA Agarwal,0,2008.4,0,77
MA Agarwal,0,2008.5,0,77
MA Agarwal,0,2008.6,0,77
MA Agarwal,0,2008.7,0,77
MA Agarwal,0,2008.8,0,77
MA Agarwal,0,2008.9,0,77
MA Agarwal,0,2009,0,80
MA Agarwal,0,2009.1,0,80
